id,show_title,show_year,imdb_rating,reel_rating,prime,netflix,disney,hulu
1386,luna petunia return to amazia,2018,4.8,30,FALSE,TRUE,FALSE,FALSE
1387,candy online,2019,5.5,29,FALSE,TRUE,FALSE,FALSE
1388,kibaoh klashers,2017,6.3,29,FALSE,TRUE,FALSE,FALSE
1389,阳关道,2018,3.1,29,FALSE,TRUE,FALSE,FALSE
1390,inst@famous,2018,4.1,29,FALSE,TRUE,FALSE,FALSE
1391,learning time with timmy,2018,7.1,29,FALSE,TRUE,FALSE,FALSE
1392,hogie the globehopper,2017,7.2,29,FALSE,TRUE,FALSE,FALSE
1393,the dream job,2016,6.1,28,FALSE,TRUE,FALSE,FALSE
1394,bangkok รัก stories 2 ตอน ไม่เดียงสา,2018,6.7,28,FALSE,TRUE,FALSE,FALSE
1395,sleepless society nyctophobia,2019,5.7,28,FALSE,TRUE,FALSE,FALSE
1396,frank elstner: just one last question,2019,7.7,28,FALSE,TRUE,FALSE,FALSE
1397,my hotter half,2017,4.1,28,FALSE,TRUE,FALSE,FALSE
1398,manhunt: deadly games,2020,,28,FALSE,TRUE,FALSE,FALSE
1399,kongsuni and friends,2017,3.4,28,FALSE,TRUE,FALSE,FALSE
1400,futmalls.com,2020,,28,FALSE,TRUE,FALSE,FALSE
1401,for the win,2017,5.2,28,FALSE,TRUE,FALSE,FALSE
1402,the land of hypocrisy,2018,6.6,28,FALSE,TRUE,FALSE,FALSE
1403,el señor de los cielos 5,2017,,27,FALSE,TRUE,FALSE,FALSE
1404,lah,2017,7.3,27,FALSE,TRUE,FALSE,FALSE
1405,magic cellphone,2016,3.8,27,FALSE,TRUE,FALSE,FALSE
1406,the great british baking show: holidays,2016,,27,FALSE,TRUE,FALSE,FALSE
1407,gonul,2017,,27,FALSE,TRUE,FALSE,FALSE
1408,super bheem,2017,6.2,26,FALSE,TRUE,FALSE,FALSE
1409,zombie dumb,2016,6.0,26,FALSE,TRUE,FALSE,FALSE
1410,la esclava blanca,2016,,26,FALSE,TRUE,FALSE,FALSE
1411,mere papa hero hiralal,2018,7.8,25,FALSE,TRUE,FALSE,FALSE
1412,men on a mission,2018,,25,FALSE,TRUE,FALSE,FALSE
1413,pucca: love recipe,2018,,24,FALSE,TRUE,FALSE,FALSE
1414,cocomelon,2018,,24,FALSE,TRUE,FALSE,FALSE
1415,devilman crybaby,2018,,23,FALSE,TRUE,FALSE,FALSE
1416,beyond stranger things,2017,,22,FALSE,TRUE,FALSE,FALSE
1417,monkart,2017,,21,FALSE,TRUE,FALSE,FALSE
1418,paul hollywood's big continental road trip,2017,,21,FALSE,TRUE,FALSE,FALSE
1419,miniforce,2016,,21,FALSE,TRUE,FALSE,FALSE
1420,sexy central,2019,,20,FALSE,TRUE,FALSE,FALSE
1421,heart &amp; soul,2020,,20,FALSE,TRUE,FALSE,FALSE
1422,my secret romance,2017,,20,FALSE,TRUE,FALSE,FALSE
1423,a perfect day for arsenide,2021,,20,FALSE,TRUE,FALSE,FALSE
1424,a house of blocks,2017,,20,FALSE,TRUE,FALSE,FALSE
1425,dragons: race to the edge,2016,,19,FALSE,TRUE,FALSE,FALSE
1426,running man (animated),2017,,19,FALSE,TRUE,FALSE,FALSE
1427,click for murder,2017,,18,FALSE,TRUE,FALSE,FALSE
1428,unlucky ploy,2020,,18,FALSE,TRUE,FALSE,FALSE
1429,the princess weiyoung - 锦绣未央,2016,,18,FALSE,TRUE,FALSE,FALSE
1430,million yen women,2017,,18,FALSE,TRUE,FALSE,FALSE
1431,the confrontation,2018,,17,FALSE,TRUE,FALSE,FALSE
1432,diamond city,2018,,17,FALSE,TRUE,FALSE,FALSE
1433,sleepless society: bedtime wishes,2019,,17,FALSE,TRUE,FALSE,FALSE
1434,titipo titipo,2017,,17,FALSE,TRUE,FALSE,FALSE
1435,comedy high school,2018,,16,FALSE,TRUE,FALSE,FALSE
1436,sons of the caliphate,2016,,15,FALSE,TRUE,FALSE,FALSE
1437,lovely love lie (the liar and his lover),2017,,15,FALSE,TRUE,FALSE,FALSE
1438,true: wonderful wishes,2018,,15,FALSE,TRUE,FALSE,FALSE
1439,true: magical friends,2018,,15,FALSE,TRUE,FALSE,FALSE
1440,paprika,2018,,15,FALSE,TRUE,FALSE,FALSE
1441,dance &amp; sing with true,2018,,13,FALSE,TRUE,FALSE,FALSE
1442,loo loo kids: johny &amp; friends musical adventure,2016,,13,FALSE,TRUE,FALSE,FALSE
1443,o-negative love can't be designed,2016,,13,FALSE,TRUE,FALSE,FALSE
1444,fukrey boyzzz,2019,,13,FALSE,TRUE,FALSE,FALSE
1445,hatchimals: adventures in hatchtopia,2018,,13,FALSE,TRUE,FALSE,FALSE
1446,trailer park boys: out of the park: usa,2017,,10,FALSE,TRUE,FALSE,FALSE
1447,stone age the legendary pet,2018,,10,FALSE,TRUE,FALSE,FALSE
1448,kongsuni &amp; friends,2018,,10,FALSE,TRUE,FALSE,FALSE
1449,jinglekids,2019,,10,FALSE,TRUE,FALSE,FALSE
1450,the governor,2016,,,FALSE,TRUE,FALSE,FALSE
1451,argon,2017,,,FALSE,TRUE,FALSE,FALSE
1452,under the black moonlight,2016,,,FALSE,TRUE,FALSE,FALSE
1453,the underwear,2017,,,FALSE,TRUE,FALSE,FALSE
1454,my little baby,2016,,,FALSE,TRUE,FALSE,FALSE
1455,voice (ocn),2017,,,FALSE,TRUE,FALSE,FALSE
1456,bangkok bachelors,2019,,,FALSE,TRUE,FALSE,FALSE
1457,the boys,2019,8.7,92,TRUE,FALSE,FALSE,FALSE
1458,fleabag,2016,8.7,88,TRUE,FALSE,FALSE,FALSE
1459,billions,2016,8.4,87,TRUE,FALSE,FALSE,FALSE
1460,the marvelous mrs. maisel,2017,8.7,87,TRUE,FALSE,FALSE,FALSE
1461,the night manager,2016,8.1,85,TRUE,FALSE,FALSE,FALSE
1462,tom clancy's jack ryan,2018,8.1,84,TRUE,FALSE,FALSE,FALSE
1463,good omens,2019,8.1,83,TRUE,FALSE,FALSE,FALSE
1464,counterpart,2017,8.1,83,TRUE,FALSE,FALSE,FALSE
1465,upload,2020,8.0,83,TRUE,FALSE,FALSE,FALSE
1466,wayne,2019,8.4,81,TRUE,FALSE,FALSE,FALSE
1467,the grand tour,2016,8.7,80,TRUE,FALSE,FALSE,FALSE
1468,undone,2019,8.2,79,TRUE,FALSE,FALSE,FALSE
1469,carnival row,2019,7.9,79,TRUE,FALSE,FALSE,FALSE
1470,goliath,2016,8.2,78,TRUE,FALSE,FALSE,FALSE
1471,hanna,2019,7.5,78,TRUE,FALSE,FALSE,FALSE
1472,escape at dannemora,2018,8.0,77,TRUE,FALSE,FALSE,FALSE
1473,tell me your secrets,2021,7.4,77,TRUE,FALSE,FALSE,FALSE
1474,city on a hill,2019,7.5,76,TRUE,FALSE,FALSE,FALSE
1475,zerozerozero,2020,8.2,76,TRUE,FALSE,FALSE,FALSE
1476,the white princess,2017,7.6,75,TRUE,FALSE,FALSE,FALSE
1477,modern love,2019,8.0,75,TRUE,FALSE,FALSE,FALSE
1478,homecoming,2018,7.5,74,TRUE,FALSE,FALSE,FALSE
1479,patrick melrose,2018,8.1,74,TRUE,FALSE,FALSE,FALSE
1480,hunters,2020,7.2,74,TRUE,FALSE,FALSE,FALSE
1481,tales from the loop,2020,7.5,74,TRUE,FALSE,FALSE,FALSE
1482,the planets,2019,9.1,74,TRUE,FALSE,FALSE,FALSE
1483,the wilds,2020,7.3,74,TRUE,FALSE,FALSE,FALSE
1484,the tick,2016,7.4,74,TRUE,FALSE,FALSE,FALSE
1485,animal kingdom,2016,8.2,74,TRUE,FALSE,FALSE,FALSE
1486,unforgotten,2018,8.2,74,TRUE,FALSE,FALSE,FALSE
1487,flack,2019,7.1,74,TRUE,FALSE,FALSE,FALSE
1488,a very english scandal,2018,7.7,73,TRUE,FALSE,FALSE,FALSE
1489,victoria,2016,8.2,73,TRUE,FALSE,FALSE,FALSE
1490,salvation,2017,7.0,73,TRUE,FALSE,FALSE,FALSE
1491,philip k. dick's electric dreams,2017,7.3,72,TRUE,FALSE,FALSE,FALSE
1492,truth seekers,2020,7.1,72,TRUE,FALSE,FALSE,FALSE
1493,mirzapur,2018,8.4,72,TRUE,FALSE,FALSE,FALSE
1494,britannia,2018,6.8,72,TRUE,FALSE,FALSE,FALSE
1495,vinland saga,2019,8.8,71,TRUE,FALSE,FALSE,FALSE
1496,small axe,2020,7.9,71,TRUE,FALSE,FALSE,FALSE
1497,the durrells,2016,8.2,70,TRUE,FALSE,FALSE,FALSE
1498,tin star,2017,7.3,70,TRUE,FALSE,FALSE,FALSE
1499,informer,2018,7.9,70,TRUE,FALSE,FALSE,FALSE
1500,ordeal by innocence,2018,7.3,69,TRUE,FALSE,FALSE,FALSE
1501,the family man,2019,8.5,69,TRUE,FALSE,FALSE,FALSE
1502,thirteen,2016,7.3,69,TRUE,FALSE,FALSE,FALSE
1503,too old to die young,2019,7.4,68,TRUE,FALSE,FALSE,FALSE
1504,loudermilk,2017,7.7,68,TRUE,FALSE,FALSE,FALSE
1505,alex rider,2020,7.5,68,TRUE,FALSE,FALSE,FALSE
1506,absentia,2017,7.3,67,TRUE,FALSE,FALSE,FALSE
1507,descendants of the sun,2016,8.3,67,TRUE,FALSE,FALSE,FALSE
1508,jean-claude van johnson,2016,7.6,67,TRUE,FALSE,FALSE,FALSE
1509,howards end,2017,7.3,66,TRUE,FALSE,FALSE,FALSE
1510,the living and the dead,2016,7.5,66,TRUE,FALSE,FALSE,FALSE
1511,vanity fair,2018,7.3,66,TRUE,FALSE,FALSE,FALSE
1512,forever,2018,7.2,65,TRUE,FALSE,FALSE,FALSE
1513,banana fish,2018,8.0,65,TRUE,FALSE,FALSE,FALSE
1514,made in abyss,2017,8.4,65,TRUE,FALSE,FALSE,FALSE
1515,the a word,2016,7.8,65,TRUE,FALSE,FALSE,FALSE
1516,dororo,2019,8.4,65,TRUE,FALSE,FALSE,FALSE
1517,inside edge,2017,8.0,65,TRUE,FALSE,FALSE,FALSE
1518,paatal lok,2020,7.8,65,TRUE,FALSE,FALSE,FALSE
1519,doctor thorne,2016,7.3,64,TRUE,FALSE,FALSE,FALSE
1520,breathe,2018,8.3,64,TRUE,FALSE,FALSE,FALSE
1521,utopia,2020,6.7,64,TRUE,FALSE,FALSE,FALSE
1522,the last tycoon,2016,7.7,64,TRUE,FALSE,FALSE,FALSE
1523,4 blocks,2017,8.2,63,TRUE,FALSE,FALSE,FALSE
1524,all or nothing: tottenham hotspur,2020,8.2,62,TRUE,FALSE,FALSE,FALSE
1525,ted bundy: falling for a killer,2020,7.9,62,TRUE,FALSE,FALSE,FALSE
1526,lore,2017,6.7,62,TRUE,FALSE,FALSE,FALSE
1527,the test: a new era for australia's team,2020,8.9,62,TRUE,FALSE,FALSE,FALSE
1528,wu-tang clan: of mics and men,2019,8.2,62,TRUE,FALSE,FALSE,FALSE
1529,laakhon mein ek,2017,8.3,62,TRUE,FALSE,FALSE,FALSE
1530,the last post,2017,7.2,62,TRUE,FALSE,FALSE,FALSE
1531,guilt,2016,6.0,62,TRUE,FALSE,FALSE,FALSE
1532,the boarding school: las cumbres,2021,6.4,62,TRUE,FALSE,FALSE,FALSE
1533,comrade detective,2017,7.3,61,TRUE,FALSE,FALSE,FALSE
1534,all or nothing: manchester city,2018,8.2,61,TRUE,FALSE,FALSE,FALSE
1535,the widow,2019,6.9,61,TRUE,FALSE,FALSE,FALSE
1536,tandav,2021,4.3,61,TRUE,FALSE,FALSE,FALSE
1537,the romanoffs,2018,7.0,61,TRUE,FALSE,FALSE,FALSE
1538,blood &amp; treasure,2019,6.7,60,TRUE,FALSE,FALSE,FALSE
1539,the war of the worlds,2019,5.0,60,TRUE,FALSE,FALSE,FALSE
1540,making their mark,2021,8.7,60,TRUE,FALSE,FALSE,FALSE
1541,london kills,2019,6.7,60,TRUE,FALSE,FALSE,FALSE
1542,the abc murders,2018,6.6,59,TRUE,FALSE,FALSE,FALSE
1543,little women,2017,7.2,59,TRUE,FALSE,FALSE,FALSE
1544,picnic at hanging rock,2018,6.2,59,TRUE,FALSE,FALSE,FALSE
1545,the feed,2019,6.3,59,TRUE,FALSE,FALSE,FALSE
1546,all or nothing,2016,8.6,59,TRUE,FALSE,FALSE,FALSE
1547,beecham house,2019,6.7,59,TRUE,FALSE,FALSE,FALSE
1548,made in heaven,2019,8.3,59,TRUE,FALSE,FALSE,FALSE
1549,buzzfeed unsolved - true crime,2016,8.9,59,TRUE,FALSE,FALSE,FALSE
1550,the reagans,2020,6.5,59,TRUE,FALSE,FALSE,FALSE
1551,james may: our man in japan,2020,8.4,59,TRUE,FALSE,FALSE,FALSE
1552,wotakoi: love is hard for otaku,2018,7.6,58,TRUE,FALSE,FALSE,FALSE
1553,falling water,2016,6.5,58,TRUE,FALSE,FALSE,FALSE
1554,z: the beginning of everything,2017,7.1,58,TRUE,FALSE,FALSE,FALSE
1555,i love dick,2016,6.3,57,TRUE,FALSE,FALSE,FALSE
1556,breathe: into the shadows,2020,7.6,57,TRUE,FALSE,FALSE,FALSE
1557,el cid,2020,6.4,57,TRUE,FALSE,FALSE,FALSE
1558,rocco schiavone,2016,7.5,57,TRUE,FALSE,FALSE,FALSE
1559,chacha vidhayak hain humare,2018,7.9,56,TRUE,FALSE,FALSE,FALSE
1560,world’s toughest race: eco-challenge fiji,2020,7.6,56,TRUE,FALSE,FALSE,FALSE
1561,one mississippi,2016,7.4,56,TRUE,FALSE,FALSE,FALSE
1562,the pale horse,2020,6.1,56,TRUE,FALSE,FALSE,FALSE
1563,buzzfeed unsolved - supernatural,2016,8.7,56,TRUE,FALSE,FALSE,FALSE
1564,land of the lustrous,2017,7.9,56,TRUE,FALSE,FALSE,FALSE
1565,american playboy: the hugh hefner story,2017,7.5,55,TRUE,FALSE,FALSE,FALSE
1566,the lowe files,2017,6.9,55,TRUE,FALSE,FALSE,FALSE
1567,the collection,2016,7.1,55,TRUE,FALSE,FALSE,FALSE
1568,the great escapists,2021,5.7,55,TRUE,FALSE,FALSE,FALSE
1569,kung fu panda: the paws of destiny,2018,7.6,55,TRUE,FALSE,FALSE,FALSE
1570,lorena,2019,7.2,55,TRUE,FALSE,FALSE,FALSE
1571,pandora,2019,4.1,54,TRUE,FALSE,FALSE,FALSE
1572,finding joy,2018,6.2,54,TRUE,FALSE,FALSE,FALSE
1573,grand prix driver,2018,7.6,54,TRUE,FALSE,FALSE,FALSE
1574,the forgotten army - azaadi ke liye,2020,8.0,54,TRUE,FALSE,FALSE,FALSE
1575,four more shots please,2019,6.6,54,TRUE,FALSE,FALSE,FALSE
1576,crisis in six scenes,2016,6.6,54,TRUE,FALSE,FALSE,FALSE
1577,all or nothing: new zealand all blacks,2018,8.2,54,TRUE,FALSE,FALSE,FALSE
1578,long strange trip,2017,8.2,54,TRUE,FALSE,FALSE,FALSE
1579,do you love your mom and her two-hit multi-target attacks?,2019,5.1,54,TRUE,FALSE,FALSE,FALSE
1580,beowulf: return to the shieldlands,2016,5.8,53,TRUE,FALSE,FALSE,FALSE
1581,the pack,2020,6.4,53,TRUE,FALSE,FALSE,FALSE
1582,my mother and other strangers,2016,7.5,53,TRUE,FALSE,FALSE,FALSE
1583,after the rain,2018,7.5,53,TRUE,FALSE,FALSE,FALSE
1584,little women: atlanta,2016,5.3,53,TRUE,FALSE,FALSE,FALSE
1585,harmony with a r rahman,2018,9.2,53,TRUE,FALSE,FALSE,FALSE
1586,missing,2017,6.3,53,TRUE,FALSE,FALSE,FALSE
1587,the secret world of nature: spain,2020,9.7,52,TRUE,FALSE,FALSE,FALSE
1588,everyday driver,2017,9.3,52,TRUE,FALSE,FALSE,FALSE
1589,karakuri circus,2018,7.1,52,TRUE,FALSE,FALSE,FALSE
1590,anna karenina,2017,6.6,52,TRUE,FALSE,FALSE,FALSE
1591,pequeñas coincidencias,2018,7.4,52,TRUE,FALSE,FALSE,FALSE
1592,xavier riddle and the secret museum,2019,8.4,52,TRUE,FALSE,FALSE,FALSE
1593,beat,2018,7.4,52,TRUE,FALSE,FALSE,FALSE
1594,the first 48 presents: homicide squad atlanta,2019,8.4,52,TRUE,FALSE,FALSE,FALSE
1595,the tesla files,2018,7.3,52,TRUE,FALSE,FALSE,FALSE
1596,you are wanted,2017,6.0,52,TRUE,FALSE,FALSE,FALSE
1597,grand blue,2018,7.8,52,TRUE,FALSE,FALSE,FALSE
1598,murder calls,2017,7.8,52,TRUE,FALSE,FALSE,FALSE
1599,worth it,2016,8.7,52,TRUE,FALSE,FALSE,FALSE
1600,sarazanmai,2019,7.0,51,TRUE,FALSE,FALSE,FALSE
1601,prime suspect: tennison,2017,7.5,51,TRUE,FALSE,FALSE,FALSE
1602,james may: oh cook!,2020,7.7,51,TRUE,FALSE,FALSE,FALSE
1603,the dangerous book for boys,2018,6.0,51,TRUE,FALSE,FALSE,FALSE
1604,rebel,2017,5.4,51,TRUE,FALSE,FALSE,FALSE
1605,king of the road,2016,8.9,51,TRUE,FALSE,FALSE,FALSE
1606,girls' last tour,2017,7.6,51,TRUE,FALSE,FALSE,FALSE
1607,el presidente,2020,7.2,50,TRUE,FALSE,FALSE,FALSE
1608,this giant beast that is the global economy,2019,7.8,50,TRUE,FALSE,FALSE,FALSE
1609,alice in paris,2016,8.8,50,TRUE,FALSE,FALSE,FALSE
1610,ruyi's royal love in the palace,2018,7.7,50,TRUE,FALSE,FALSE,FALSE
1611,bridget &amp; eamon,2016,7.6,50,TRUE,FALSE,FALSE,FALSE
1612,making the cut,2020,6.7,50,TRUE,FALSE,FALSE,FALSE
1613,the new yorker presents,2016,6.6,50,TRUE,FALSE,FALSE,FALSE
1614,re:creators,2017,7.0,50,TRUE,FALSE,FALSE,FALSE
1615,love and lies,2017,6.0,49,TRUE,FALSE,FALSE,FALSE
1616,einstein,2017,6.5,49,TRUE,FALSE,FALSE,FALSE
1617,happy sugar life,2018,6.4,49,TRUE,FALSE,FALSE,FALSE
1618,just add magic: mystery city,2020,7.3,49,TRUE,FALSE,FALSE,FALSE
1619,just because!,2017,6.8,49,TRUE,FALSE,FALSE,FALSE
1620,iroduku: the world in colors,2018,7.3,49,TRUE,FALSE,FALSE,FALSE
1621,empire of the tsars: romanov russia with lucy worsley,2016,7.6,49,TRUE,FALSE,FALSE,FALSE
1622,boarding school juliet,2018,7.0,48,TRUE,FALSE,FALSE,FALSE
1623,the murder of laci peterson,2017,7.4,48,TRUE,FALSE,FALSE,FALSE
1624,let's go luna!,2018,7.2,48,TRUE,FALSE,FALSE,FALSE
1625,the casagrandes,2019,6.5,48,TRUE,FALSE,FALSE,FALSE
1626,chicken girls,2017,6.6,48,TRUE,FALSE,FALSE,FALSE
1627,inuyashiki last hero,2017,6.6,48,TRUE,FALSE,FALSE,FALSE
1628,this is football,2019,8.2,48,TRUE,FALSE,FALSE,FALSE
1629,hitorijime my hero,2017,7.0,48,TRUE,FALSE,FALSE,FALSE
1630,анна-детективъ,2016,7.9,47,TRUE,FALSE,FALSE,FALSE
1631,jim gaffigan: the pale tourist,2020,6.7,47,TRUE,FALSE,FALSE,FALSE
1632,lol: australia,2020,6.1,47,TRUE,FALSE,FALSE,FALSE
1633,killing bites,2018,6.3,47,TRUE,FALSE,FALSE,FALSE
1634,el desafío: eta,2020,8.4,47,TRUE,FALSE,FALSE,FALSE
1635,niko and the sword of light,2017,7.8,47,TRUE,FALSE,FALSE,FALSE
1636,hellier,2019,5.9,47,TRUE,FALSE,FALSE,FALSE
1637,pete the cat,2017,7.6,47,TRUE,FALSE,FALSE,FALSE
1638,my girlfriend is shobitch,2017,,46,TRUE,FALSE,FALSE,FALSE
1639,hunting isis,2018,8.3,46,TRUE,FALSE,FALSE,FALSE
1640,the eleven,2017,6.7,46,TRUE,FALSE,FALSE,FALSE
1641,if it's for my daughter i'd even defeat a demon lord,2019,,46,TRUE,FALSE,FALSE,FALSE
1642,american ripper,2017,6.3,46,TRUE,FALSE,FALSE,FALSE
1643,civilizations,2018,,46,TRUE,FALSE,FALSE,FALSE
1644,all or nothing: brazil national team,2020,7.2,46,TRUE,FALSE,FALSE,FALSE
1645,grimoire of zero,2017,7.0,45,TRUE,FALSE,FALSE,FALSE
1646,comicstaan,2018,6.8,45,TRUE,FALSE,FALSE,FALSE
1647,africa's great civilizations,2017,6.8,45,TRUE,FALSE,FALSE,FALSE
1648,oasis,2017,8.3,45,TRUE,FALSE,FALSE,FALSE
1649,all or nothing: the michigan wolverines,2018,7.6,45,TRUE,FALSE,FALSE,FALSE
1650,the kicks,2016,7.1,45,TRUE,FALSE,FALSE,FALSE
1651,rage of bahamut virgin soul,2017,7.4,45,TRUE,FALSE,FALSE,FALSE
1652,sofiya,2016,7.8,45,TRUE,FALSE,FALSE,FALSE
1653,beatless,2018,5.7,44,TRUE,FALSE,FALSE,FALSE
1654,marcia clark investigates the first 48,2018,8.0,44,TRUE,FALSE,FALSE,FALSE
1655,onihei,2017,7.5,44,TRUE,FALSE,FALSE,FALSE
1656,struggle meals,2017,,44,TRUE,FALSE,FALSE,FALSE
1657,the gymkhana files,2018,8.0,44,TRUE,FALSE,FALSE,FALSE
1658,mata hari,2017,6.2,44,TRUE,FALSE,FALSE,FALSE
1659,street fighter: resurrection,2016,6.5,44,TRUE,FALSE,FALSE,FALSE
1660,le mans: racing is everything,2017,7.4,44,TRUE,FALSE,FALSE,FALSE
1661,kokkoku moment by moment,2018,7.0,44,TRUE,FALSE,FALSE,FALSE
1662,big dogs,2020,4.7,44,TRUE,FALSE,FALSE,FALSE
1663,strange events,2017,4.8,44,TRUE,FALSE,FALSE,FALSE
1664,for the love of jason,2020,7.0,44,TRUE,FALSE,FALSE,FALSE
1665,dino dana,2017,7.1,44,TRUE,FALSE,FALSE,FALSE
1666,hitoshi matsumoto presents documental,2016,8.1,44,TRUE,FALSE,FALSE,FALSE
1667,bounty hunters,2017,6.0,43,TRUE,FALSE,FALSE,FALSE
1668,strowlers,2018,5.3,43,TRUE,FALSE,FALSE,FALSE
1669,transformers: combiner wars,2016,5.5,43,TRUE,FALSE,FALSE,FALSE
1670,shifting gears with aaron kaufman,2018,5.6,43,TRUE,FALSE,FALSE,FALSE
1671,cape town,2016,6.2,43,TRUE,FALSE,FALSE,FALSE
1672,tokyo vampire hotel,2018,6.1,43,TRUE,FALSE,FALSE,FALSE
1673,welcome to the ballroom,2017,7.8,43,TRUE,FALSE,FALSE,FALSE
1674,princess principal,2017,7.3,43,TRUE,FALSE,FALSE,FALSE
1675,tokyo girl,2016,8.2,42,TRUE,FALSE,FALSE,FALSE
1676,sons of the soil - jaipur pink panthers,2020,7.5,42,TRUE,FALSE,FALSE,FALSE
1677,the optimists,2017,7.3,42,TRUE,FALSE,FALSE,FALSE
1678,seven senses of the re'union,2018,4.8,42,TRUE,FALSE,FALSE,FALSE
1679,bananya,2016,6.2,42,TRUE,FALSE,FALSE,FALSE
1680,honest ads,2017,8.7,42,TRUE,FALSE,FALSE,FALSE
1681,murder on the internet,2017,6.9,42,TRUE,FALSE,FALSE,FALSE
1682,all or nothing: the dallas cowboys,2018,7.7,42,TRUE,FALSE,FALSE,FALSE
1683,fighter of the destiny,2017,6.8,42,TRUE,FALSE,FALSE,FALSE
1684,faster with finnegan,2020,,42,TRUE,FALSE,FALSE,FALSE
1685,costume quest,2019,6.9,41,TRUE,FALSE,FALSE,FALSE
1686,raising expectations,2016,5.7,41,TRUE,FALSE,FALSE,FALSE
1687,starhunter redux,2018,5.5,41,TRUE,FALSE,FALSE,FALSE
1688,are you lost?,2019,6.2,41,TRUE,FALSE,FALSE,FALSE
1689,kids behind bars: life or parole,2019,7.1,41,TRUE,FALSE,FALSE,FALSE
1690,an american girl story: melody 1963 - love has to win,2016,7.7,41,TRUE,FALSE,FALSE,FALSE
1691,big pacific,2017,8.4,41,TRUE,FALSE,FALSE,FALSE
1692,ready jet go!,2016,6.1,40,TRUE,FALSE,FALSE,FALSE
1693,the nightmare worlds of h.g. wells,2016,6.0,40,TRUE,FALSE,FALSE,FALSE
1694,jessy &amp; nessy,2020,8.0,40,TRUE,FALSE,FALSE,FALSE
1695,eat the world with emeril lagasse,2016,7.9,39,TRUE,FALSE,FALSE,FALSE
1696,bulge bracket,2020,5.0,39,TRUE,FALSE,FALSE,FALSE
1697,one mic stand,2019,6.6,39,TRUE,FALSE,FALSE,FALSE
1698,geeking out,2016,7.3,39,TRUE,FALSE,FALSE,FALSE
1699,bat pat,2016,,39,TRUE,FALSE,FALSE,FALSE
1700,russell peters: deported,2020,6.3,38,TRUE,FALSE,FALSE,FALSE
1701,the back pages,2017,5.2,38,TRUE,FALSE,FALSE,FALSE
1702,gotthard,2016,6.5,38,TRUE,FALSE,FALSE,FALSE
1703,clifford the big red dog,2019,5.8,38,TRUE,FALSE,FALSE,FALSE
1704,eat. race. win.,2018,7.0,38,TRUE,FALSE,FALSE,FALSE
1705,six dreams,2018,7.8,38,TRUE,FALSE,FALSE,FALSE
1706,xploration diy sci,2016,8.8,38,TRUE,FALSE,FALSE,FALSE
1707,the aces' war,2018,6.9,38,TRUE,FALSE,FALSE,FALSE
1708,happy marriage!?,2016,6.6,38,TRUE,FALSE,FALSE,FALSE
1709,barbie dreamtopia,2017,6.2,38,TRUE,FALSE,FALSE,FALSE
1710,999: killer on the line?,2016,7.0,38,TRUE,FALSE,FALSE,FALSE
1711,little women: dallas,2016,6.4,38,TRUE,FALSE,FALSE,FALSE
1712,america divided,2016,4.0,38,TRUE,FALSE,FALSE,FALSE
1713,zack morris is trash,2017,7.1,38,TRUE,FALSE,FALSE,FALSE
1714,the kacey musgraves christmas show,2019,7.2,38,TRUE,FALSE,FALSE,FALSE
1715,first civilizations,2018,6.9,37,TRUE,FALSE,FALSE,FALSE
1716,music &amp; murder,2016,8.1,37,TRUE,FALSE,FALSE,FALSE
1717,date my dad,2017,7.1,37,TRUE,FALSE,FALSE,FALSE
1718,budding prospects,2017,7.3,37,TRUE,FALSE,FALSE,FALSE
1719,那年花開月正圓,2017,7.8,37,TRUE,FALSE,FALSE,FALSE
1720,billion dollar wreck,2016,4.7,37,TRUE,FALSE,FALSE,FALSE
1721,queens,2017,5.7,37,TRUE,FALSE,FALSE,FALSE
1722,the snowy day,2016,7.5,37,TRUE,FALSE,FALSE,FALSE
1723,legend of master legend,2017,,37,TRUE,FALSE,FALSE,FALSE
1724,big easy motors,2016,6.5,37,TRUE,FALSE,FALSE,FALSE
1725,jayde adams: serious black jumper,2020,7.2,37,TRUE,FALSE,FALSE,FALSE
1726,the stinky &amp; dirty show,2016,7.3,37,TRUE,FALSE,FALSE,FALSE
1727,danger &amp; eggs,2017,7.0,36,TRUE,FALSE,FALSE,FALSE
1728,prime rewind: inside the boys,2020,5.5,36,TRUE,FALSE,FALSE,FALSE
1729,drop kick on my devil!,2018,6.7,36,TRUE,FALSE,FALSE,FALSE
1730,hot girl,2016,6.9,36,TRUE,FALSE,FALSE,FALSE
1731,jestination unknown,2019,6.1,36,TRUE,FALSE,FALSE,FALSE
1732,grand tours of scotland's lochs,2017,8.1,35,TRUE,FALSE,FALSE,FALSE
1733,pan y circo,2020,6.7,35,TRUE,FALSE,FALSE,FALSE
1734,single and anxious,2016,8.8,35,TRUE,FALSE,FALSE,FALSE
1735,looped,2016,6.2,35,TRUE,FALSE,FALSE,FALSE
1736,italy's invisible cities,2016,8.0,35,TRUE,FALSE,FALSE,FALSE
1737,fukuyadou honpo: kyoto love story,2016,7.3,35,TRUE,FALSE,FALSE,FALSE
1738,inside the tube: going underground,2017,8.2,35,TRUE,FALSE,FALSE,FALSE
1739,owlegories,2016,8.2,35,TRUE,FALSE,FALSE,FALSE
1740,the other f word,2017,7.8,35,TRUE,FALSE,FALSE,FALSE
