,index,Title,Awards,Year,is_winner,Channel
433,107,patrick melrose,Writing for a TV Movie/Limited Series,2018,False,Showtime
434,108,the assassination of gianni versace: american crime story,Writing for a TV Movie/Limited Series,2018,False,
435,109,twin peaks,Writing for a TV Movie/Limited Series,2018,False,Showtime
436,110,u.s.s. callister (black mirror),Writing for a TV Movie/Limited Series,2018,True,
437,111,godless,"Supporting Actor, TV Movie/Limited Series",2018,True,Netflix
438,112,jesus christ superstar live in concert,"Supporting Actor, TV Movie/Limited Series",2018,False,NBC
439,113,aco,"Supporting Actor, TV Movie/Limited Series",2018,False,
440,114,the assassination of gianni versace: american crime story,"Supporting Actor, TV Movie/Limited Series",2018,False,
441,115,the assassination of gianni versace: american crime story,"Supporting Actor, TV Movie/Limited Series",2018,False,
442,116,the looming tower,"Supporting Actor, TV Movie/Limited Series",2018,False,Hulu
443,117,the assassination of gianni versace: american crime story,"Supporting Actor, TV Movie/Limited Series",2018,False,
444,118,jesus christ superstar live in concert,"Supporting Actress, TV Movie/Limited Series",2018,False,NBC
445,119,the assassination of gianni versace: american crime story,"Supporting Actress, TV Movie/Limited Series",2018,False,
446,120,the assassination of gianni versace: american crime story,"Supporting Actress, TV Movie/Limited Series",2018,False,
447,121,american horror story: cult,"Supporting Actress, TV Movie/Limited Series",2018,False,
448,122,godless,"Supporting Actress, TV Movie/Limited Series",2018,True,Netflix
449,123,black museum (black mirror),"Supporting Actress, TV Movie/Limited Series",2018,False,
450,124,black-ish,"Lead Actor, Comedy",2018,False,ABC
451,125,the good place,"Lead Actor, Comedy",2018,False,NBC
452,126,curb your enthusiasm,"Lead Actor, Comedy",2018,False,HBO
453,127,atlanta,"Lead Actor, Comedy",2018,False,FX
454,128,barry,"Lead Actor, Comedy",2018,True,HBO
455,129,shameless,"Lead Actor, Comedy",2018,False,Showtime
456,130,better things,"Lead Actress, Comedy",2018,False,FX
457,131,the marvelous mrs. maisel,"Lead Actress, Comedy",2018,True,
458,132,mom,"Lead Actress, Comedy",2018,False,CBS
459,133,nsecure,"Lead Actress, Comedy",2018,False,
460,134,black-ish,"Lead Actress, Comedy",2018,False,ABC
461,135,grace and frankie,"Lead Actress, Comedy",2018,False,Netflix
462,136,atlanta,Directing for a Comedy Series,2018,False,FX
463,137,atlanta,Directing for a Comedy Series,2018,False,FX
464,138,barry,Directing for a Comedy Series,2018,False,HBO
465,139,glow,Directing for a Comedy Series,2018,False,Netflix
466,140,silicon valley,Directing for a Comedy Series,2018,False,HBO
467,141,the marvelous mrs. maisel,Directing for a Comedy Series,2018,True,
468,142,the big bang theory,Directing for a Comedy Series,2018,False,CBS
469,143,atlanta,Writing for a Comedy Series,2018,False,FX
470,144,atlanta,Writing for a Comedy Series,2018,False,FX
471,145,barry,Writing for a Comedy Series,2018,False,HBO
472,146,barry,Writing for a Comedy Series,2018,False,HBO
473,147,silicon valley,Writing for a Comedy Series,2018,False,HBO
474,148,the marvelous mrs. maisel,Writing for a Comedy Series,2018,True,
475,149,atlanta,"Supporting Actress, Comedy",2018,False,FX
476,150,the marvelous  mrs. maisel,"Supporting Actress, Comedy",2018,True,
477,151,saturday night live,"Supporting Actress, Comedy",2018,False,NBC
478,152,glow,"Supporting Actress, Comedy",2018,False,Netflix
479,153,saturday night live,"Supporting Actress, Comedy",2018,False,NBC
480,154,saturday night live,"Supporting Actress, Comedy",2018,False,NBC
481,155,oseanne,"Supporting Actress, Comedy",2018,False,
482,156,ill & grace,"Supporting Actress, Comedy",2018,False,
483,157,baskets,"Supporting Actor, Comedy",2018,False,FX
484,158,saturday night live,"Supporting Actor, Comedy",2018,False,NBC
485,159,unbreakable kimmy schmidt,"Supporting Actor, Comedy",2018,False,Netflix
486,160,atlanta,"Supporting Actor, Comedy",2018,False,FX
487,161,the marvelous mrs. maisel,"Supporting Actor, Comedy",2018,False,
488,162,saturday night live,"Supporting Actor, Comedy",2018,False,NBC
489,163,barry,"Supporting Actor, Comedy",2018,True,HBO
490,0,better call saul,Drama Series,2019,False,Netflix
491,1,bodyguard,Drama Series,2019,False,Netflix
492,2,game of thrones,Drama Series,2019,True,HBO
493,3,killing eve,Drama Series,2019,False,BBC
494,4,ozark,Drama Series,2019,False,Netflix
495,5,pose,Drama Series,2019,True,FX
496,6,succession,Drama Series,2019,False,HBO
497,7,this is us,Drama Series,2019,False,ABC
498,8,ozark,"Lead Actor, Drama",2019,False,Netflix
499,9,this is us,"Lead Actor, Drama",2019,False,ABC
500,10,game of thrones,"Lead Actor, Drama",2019,False,HBO
501,11,better call saul,"Lead Actor, Drama",2019,False,Netflix
502,12,pose,"Lead Actor, Drama",2019,False,FX
503,13,this is us,"Lead Actor, Drama",2019,False,ABC
504,14,game of thrones,"Lead Actress, Drama",2019,False,HBO
505,15,killing eve,"Lead Actress, Drama",2019,True,BBC
506,16,how to get away with murder,"Lead Actress, Drama",2019,False,ABC
507,17,ozark,"Lead Actress, Drama",2019,False,Netflix
508,18,this is us,"Lead Actress, Drama",2019,False,ABC
509,19,killing eve,"Lead Actress, Drama",2019,False,BBC
510,20,house of cards,"Lead Actress, Drama",2019,False,Netflix
511,21,game of thrones,"Supporting Actor, Drama",2019,False,HBO
512,22,better call saul,"Supporting Actor, Drama",2019,False,Netflix
513,23,game of thrones,"Supporting Actor, Drama",2019,False,HBO
514,24,game of thrones,"Supporting Actor, Drama",2019,True,HBO
515,25,better call saul,"Supporting Actor, Drama",2019,False,Netflix
516,26,house of cards,"Supporting Actor, Drama",2019,False,Netflix
517,27,this is us,"Supporting Actor, Drama",2019,False,ABC
518,28,game of thrones,"Supporting Actress, Drama",2019,False,HBO
519,29,ozark,"Supporting Actress, Drama",2019,True,Netflix
520,30,game of thrones,"Supporting Actress, Drama",2019,False,HBO
521,31,killing eve,"Supporting Actress, Drama",2019,False,BBC
522,32,game of thrones,"Supporting Actress, Drama",2019,False,HBO
523,33,game of thrones,"Supporting Actress, Drama",2019,False,HBO
524,34,game of thrones,Directing for a Drama,2019,False,HBO
525,35,game of thrones,Directing for a Drama,2019,False,HBO
526,36,game of thrones,Directing for a Drama,2019,False,HBO
527,37,killing eve,Directing for a Drama,2019,False,BBC
528,38,ozark,Directing for a Drama,2019,True,Netflix
529,39,succession,Directing for a Drama,2019,False,HBO
530,40,the handmaid's tale,Directing for a Drama,2019,False,
531,41,better call saul,Writing for a Drama Series,2019,False,Netflix
532,42,bodyguard,Writing for a Drama Series,2019,False,Netflix
533,43,game of thrones,Writing for a Drama Series,2019,False,HBO
534,44,killing eve,Writing for a Drama Series,2019,False,BBC
535,45,succession,Writing for a Drama Series,2019,True,HBO
536,46,the handmaid’s tale,Writing for a Drama Series,2019,False,
537,47,barry,Comedy Series,2019,False,HBO
538,48,fleabag,Comedy Series,2019,True,Fleabag
539,49,the good place,Comedy Series,2019,False,NBC
540,50,the marvelous mrs. maisel,Comedy Series,2019,False,
541,51,russian doll,Comedy Series,2019,False,Netflix
542,52,schitt’s creek,Comedy Series,2019,False,Pop TV
543,53,veep,Comedy Series,2019,False,HBO
544,54,black-ish,"Lead Actor, Comedy",2019,False,ABC
545,55,black monday,"Lead Actor, Comedy",2019,False,Showtime
546,56,the good place,"Lead Actor, Comedy",2019,False,NBC
547,57,the kominsky method,"Lead Actor, Comedy",2019,False,Netflix
548,58,barry,"Lead Actor, Comedy",2019,True,HBO
549,59,schitt’s creek,"Lead Actor, Comedy",2019,False,Pop TV
550,60,dead to me,"Lead Actress, Comedy",2019,False,CBS
551,61,the marvelous mrs. maisel,"Lead Actress, Comedy",2019,False,
552,62,veep,"Lead Actress, Comedy",2019,False,HBO
553,63,russian doll,"Lead Actress, Comedy",2019,False,Netflix
554,64,schitt’s creek,"Lead Actress, Comedy",2019,False,Pop TV
555,65,fleabag,"Lead Actress, Comedy",2019,True,Fleabag
556,66,the kominsky method,"Supporting Actor, Comedy",2019,False,Netflix
557,67,barry,"Supporting Actor, Comedy",2019,False,HBO
558,68,veep,"Supporting Actor, Comedy",2019,False,HBO
559,69,barry,"Supporting Actor, Comedy",2019,False,HBO
560,70,the marvelous mrs. maisel,"Supporting Actor, Comedy",2019,True,
561,71,barry,"Supporting Actor, Comedy",2019,False,HBO
562,72,the marvelous mrs. maisel,"Supporting Actress, Comedy",2019,False,
563,73,veep,"Supporting Actress, Comedy",2019,False,HBO
564,74,fleabag,"Supporting Actress, Comedy",2019,False,Fleabag
565,75,fleabag,"Supporting Actress, Comedy",2019,False,Fleabag
566,76,glow,"Supporting Actress, Comedy",2019,False,Netflix
567,77,barry,"Supporting Actress, Comedy",2019,False,HBO
568,78,the marvelous mrs. maisel,"Supporting Actress, Comedy",2019,True,
569,79,saturday night live,"Supporting Actress, Comedy",2019,False,NBC
570,80,barry,Writing for a Comedy Series,2019,False,HBO
571,81,fleabag,Writing for a Comedy Series,2019,True,Fleabag
572,82,pen15,Writing for a Comedy Series,2019,False,Hulu
573,83,russian doll,Writing for a Comedy Series,2019,False,Netflix
574,84,russian doll,Writing for a Comedy Series,2019,False,Netflix
575,85,the good place,Writing for a Comedy Series,2019,False,NBC
576,86,barry,Directing for a Comedy Series,2019,False,HBO
577,87,barry,Directing for a Comedy Series,2019,False,HBO
578,88,the big bang theory,Directing for a Comedy Series,2019,False,CBS
579,89,fleabag,Directing for a Comedy Series,2019,True,Fleabag
580,90,the marvelous mrs. maisel,Directing for a Comedy Series,2019,False,
581,91,the marvelous mrs. maisel,Directing for a Comedy Series,2019,False,
582,92,chernobyl,Limited Series,2019,True,HBO
583,93,escape at dannemora,Limited Series,2019,False,Showtime
584,94,fosse/verdon,Limited Series,2019,False,FX
585,95,sharp objects,Limited Series,2019,False,HBO
586,96,when they see us,Limited Series,2019,False,Netflix
587,97,sharp objects,"Lead Actress, TV Movie/Limited Series",2019,False,HBO
588,98,escape at dannemora,"Lead Actress, TV Movie/Limited Series",2019,False,Showtime
589,99,when they see us,"Lead Actress, TV Movie/Limited Series",2019,False,Netflix
590,100,the act,"Lead Actress, TV Movie/Limited Series",2019,False,Hulu
591,101,when they see us,"Lead Actress, TV Movie/Limited Series",2019,True,Netflix
592,102,fosse/verdon,"Lead Actress, TV Movie/Limited Series",2019,False,FX
593,103,true detective,"Lead Actor, TV Movie/Limited Series",2019,False,HBO
594,104,escape at dannemora,"Lead Actor, TV Movie/Limited Series",2019,False,Showtime
595,105,a very english scandal,"Lead Actor, TV Movie/Limited Series",2019,False,Amazon Studios
596,106,chernobyl,"Lead Actor, TV Movie/Limited Series",2019,False,HBO
597,107,when they see us,"Lead Actor, TV Movie/Limited Series",2019,False,Netflix
598,108,fosse/verdon,"Lead Actor, TV Movie/Limited Series",2019,False,FX
599,109,when they see us,"Supporting Actor, TV Movie/Limited Series",2019,False,Netflix
600,110,escape at dannemora,"Supporting Actor, TV Movie/Limited Series",2019,False,Showtime
601,111,when they see us,"Supporting Actor, TV Movie/Limited Series",2019,False,Netflix
602,112,chernobyl,"Supporting Actor, TV Movie/Limited Series",2019,False,HBO
603,113,a very english scandal,"Supporting Actor, TV Movie/Limited Series",2019,True,Amazon Studios
604,114,when they see us,"Supporting Actor, TV Movie/Limited Series",2019,False,Netflix
605,115,the act,"Supporting Actress, TV Movie/Limited Series",2019,True,Hulu
606,116,when they see us,"Supporting Actress, TV Movie/Limited Series",2019,False,Netflix
607,117,sharp objects,"Supporting Actress, TV Movie/Limited Series",2019,False,HBO
608,118,when they see us,"Supporting Actress, TV Movie/Limited Series",2019,False,Netflix
609,119,fosse/verdon,"Supporting Actress, TV Movie/Limited Series",2019,False,FX
610,120,chernobyl,"Supporting Actress, TV Movie/Limited Series",2019,False,HBO
611,121,a very english scandal,Directing for a TV Movie/Limited Series,2019,False,Amazon Studios
612,122,chernobyl,Directing for a TV Movie/Limited Series,2019,True,HBO
613,123,escape at dannemora,Directing for a TV Movie/Limited Series,2019,False,Showtime
614,124,fosse/verdon,Directing for a TV Movie/Limited Series,2019,False,FX
615,125,fosse/verdon,Directing for a TV Movie/Limited Series,2019,False,FX
616,126,when they see us,Directing for a TV Movie/Limited Series,2019,False,Netflix
617,127,a very english scandal,Writing for a TV Movie/Limited Series,2019,False,Amazon Studios
618,128,chernobyl,Writing for a TV Movie/Limited Series,2019,True,HBO
619,129,escape at dannemora,Writing for a TV Movie/Limited Series,2019,False,Showtime
620,130,escape at dannemora,Writing for a TV Movie/Limited Series,2019,False,Showtime
621,131,fosse/verdon,Writing for a TV Movie/Limited Series,2019,False,FX
622,132,when they see us,Writing for a TV Movie/Limited Series,2019,False,Netflix
623,133,black mirror: bandersnatch,TV Movie,2019,True,
624,134,brexit,TV Movie,2019,False,HBO
625,135,deadwood: the movie,TV Movie,2019,False,HBO
626,136,king lear,TV Movie,2019,False,Amazon Studios
627,137,my dinner with hervé,TV Movie,2019,False,HBO
628,138,american ninja warrior,Reality Competition Series,2019,False,NBC
629,139,nailed it!,Reality Competition Series,2019,False,Netflix
630,140,rupaul’s drag race,Reality Competition Series,2019,True,
631,141,the amazing race,Reality Competition Series,2019,False,CBS
632,142,the voice,Reality Competition Series,2019,False,NBC
633,143,top chef,Reality Competition Series,2019,False,Bravo
634,144,the daily show with trevor noah,Variety Talk Series,2019,False,Comedy Central
635,145,full frontal with samantha bee,Variety Talk Series,2019,False,TBS
636,146,jimmy kimmel live!,Variety Talk Series,2019,False,ABC
637,147,last week tonight with john oliver,Variety Talk Series,2019,True,HBO
638,148,the late late show with james corden,Variety Talk Series,2019,False,CBS
639,149,the late show with stephen colbert,Variety Talk Series,2019,False,CBS
640,150,at home with amy sedaris,Variety Sketch Series,2019,False,truTV
641,151,documentary now!,Variety Sketch Series,2019,False,IFC
642,152,drunk history,Variety Sketch Series,2019,False,Comedy Central
643,153,i love you america with sarah silverman,Variety Sketch Series,2019,False,Hulu
644,154,saturday night live,Variety Sketch Series,2019,True,NBC
645,155,who is america?,Variety Sketch Series,2019,False,Showtime
646,0,better call saul,Drama Series,2020,False,Netflix
647,1,the crown,Drama Series,2020,False,Netflix
648,2,the handmaid’s tale,Drama Series,2020,False,
649,3,killing eve,Drama Series,2020,False,BBC
650,4,the mandalorian,Drama Series,2020,False,Disney+
651,5,ozark,Drama Series,2020,False,Netflix
652,6,stranger things,Drama Series,2020,False,Netflix
653,7,succession,Drama Series,2020,True,HBO
654,8,the crown,"Supporting Actress, Drama",2020,False,Netflix
655,9,big little lies,"Supporting Actress, Drama",2020,False,HBO
656,10,ozark,"Supporting Actress, Drama",2020,True,Netflix
657,11,westworld,"Supporting Actress, Drama",2020,False,HBO
658,12,killing eve,"Supporting Actress, Drama",2020,False,BBC
659,13,succession,"Supporting Actress, Drama",2020,False,HBO
660,14,big little lies,"Supporting Actress, Drama",2020,False,HBO
661,15,the handmaid’s tale,"Supporting Actress, Drama",2020,False,
662,16,succession,"Supporting Actor, Drama",2020,False,HBO
663,17,the morning show,"Supporting Actor, Drama",2020,True,Apple TV
664,18,succession,"Supporting Actor, Drama",2020,False,HBO
665,19,the morning show,"Supporting Actor, Drama",2020,False,Apple TV
666,20,better call saul,"Supporting Actor, Drama",2020,False,Netflix
667,21,succession,"Supporting Actor, Drama",2020,False,HBO
668,22,the handmaid’s tale,"Supporting Actor, Drama",2020,False,
669,23,westworld,"Supporting Actor, Drama",2020,False,HBO
670,24,the crown,Directing for a Drama,2020,False,Netflix
671,25,the crown,Directing for a Drama,2020,False,Netflix
672,26,homeland,Directing for a Drama,2020,False,Showtime
673,27,the morning show,Directing for a Drama,2020,False,Apple TV
674,28,ozark,Directing for a Drama,2020,False,Netflix
675,29,ozark,Directing for a Drama,2020,False,Netflix
676,30,succession,Directing for a Drama,2020,True,HBO
677,31,succession,Directing for a Drama,2020,False,HBO
678,32,better call saul,Writing for a Drama Series,2020,False,Netflix
679,33,better call saul,Writing for a Drama Series,2020,False,Netflix
680,34,the crown,Writing for a Drama Series,2020,False,Netflix
681,35,ozark,Writing for a Drama Series,2020,False,Netflix
682,36,ozark,Writing for a Drama Series,2020,False,Netflix
683,37,ozark,Writing for a Drama Series,2020,False,Netflix
684,38,succession,Writing for a Drama Series,2020,True,HBO
685,39,the morning show,"Lead Actress, Drama",2020,False,Apple TV
686,40,the crown,"Lead Actress, Drama",2020,False,Netflix
687,41,killing eve,"Lead Actress, Drama",2020,False,BBC
688,42,ozark,"Lead Actress, Drama",2020,False,Netflix
689,43,killing eve,"Lead Actress, Drama",2020,False,BBC
690,44,euphoria,"Lead Actress, Drama",2020,True,HBO
691,45,ozark,"Lead Actor, Drama",2020,False,Netflix
692,46,this is us,"Lead Actor, Drama",2020,False,ABC
693,47,the morning show,"Lead Actor, Drama",2020,False,Apple TV
694,48,succession,"Lead Actor, Drama",2020,False,HBO
695,49,pose,"Lead Actor, Drama",2020,False,FX
696,50,succession,"Lead Actor, Drama",2020,True,HBO
697,51,the masked singer,Reality Competition Series,2020,False,Fox
698,52,nailed it!,Reality Competition Series,2020,False,Netflix
699,53,rupaul’s drag race,Reality Competition Series,2020,True,
700,54,top chef,Reality Competition Series,2020,False,Bravo
701,55,the voice,Reality Competition Series,2020,False,NBC
702,56,little fires everywhere,Limited Series,2020,False,Huu
703,57,mrs. america,Limited Series,2020,False,FX
704,58,unbelievable,Limited Series,2020,False,CBS
705,59,unorthodox,Limited Series,2020,False,Netflix
706,60,watchmen,Limited Series,2020,True,HBO
707,61,mrs. america,"Supporting Actress, TV Movie/Limited Series",2020,True,FX
708,62,unbelievable,"Supporting Actress, TV Movie/Limited Series",2020,False,CBS
709,63,mrs. america,"Supporting Actress, TV Movie/Limited Series",2020,False,FX
710,64,watchmen,"Supporting Actress, TV Movie/Limited Series",2020,False,HBO
711,65,hollywood,"Supporting Actress, TV Movie/Limited Series",2020,False,Netflix
712,66,mrs. america,"Supporting Actress, TV Movie/Limited Series",2020,False,FX
713,67,watchmen,"Supporting Actor, TV Movie/Limited Series",2020,True,HBO
714,68,watchmen,"Supporting Actor, TV Movie/Limited Series",2020,False,HBO
715,69,unbreakable kimmy schmidt: kimmy vs. the reverend,"Supporting Actor, TV Movie/Limited Series",2020,False,
716,70,watchmen,"Supporting Actor, TV Movie/Limited Series",2020,False,HBO
717,71,hollywood,"Supporting Actor, TV Movie/Limited Series",2020,False,Netflix
718,72,hollywood,"Supporting Actor, TV Movie/Limited Series",2020,False,Netflix
719,73,little fires everywhere,Directing for a TV Movie/Limited Series,2020,False,Huu
720,74,normal people,Directing for a TV Movie/Limited Series,2020,False,Hulu
721,75,unorthodox,Directing for a TV Movie/Limited Series,2020,True,Netflix
722,76,watchmen,Directing for a TV Movie/Limited Series,2020,False,HBO
723,77,watchmen,Directing for a TV Movie/Limited Series,2020,False,HBO
724,78,watchmen,Directing for a TV Movie/Limited Series,2020,False,HBO
725,79,mrs. america,Writing for a TV Movie/Limited Series,2020,False,FX
726,80,normal people,Writing for a TV Movie/Limited Series,2020,False,Hulu
727,81,unbelievable,Writing for a TV Movie/Limited Series,2020,False,CBS
728,82,unorthodox,Writing for a TV Movie/Limited Series,2020,False,Netflix
729,83,watchmen,Writing for a TV Movie/Limited Series,2020,True,HBO
730,84,watchmen,"Lead Actor, TV Movie/Limited Series",2020,False,HBO
731,85,bad education,"Lead Actor, TV Movie/Limited Series",2020,False,HBO
732,86,normal people,"Lead Actor, TV Movie/Limited Series",2020,False,Hulu
733,87,hollywood,"Lead Actor, TV Movie/Limited Series",2020,False,Netflix
734,88,i know this much is true,"Lead Actor, TV Movie/Limited Series",2020,True,HBO
735,89,mrs. america,"Lead Actress, TV Movie/Limited Series",2020,False,FX
736,90,unorthodox,"Lead Actress, TV Movie/Limited Series",2020,False,Netflix
737,91,watchmen,"Lead Actress, TV Movie/Limited Series",2020,True,HBO
738,92,self made,"Lead Actress, TV Movie/Limited Series",2020,False,Netflix
739,93,little fires everywhere,"Lead Actress, TV Movie/Limited Series",2020,False,Huu
740,94,the daily show with trevor noah,Variety Talk Series,2020,False,Comedy Central
741,95,full frontal with samantha bee,Variety Talk Series,2020,False,TBS
742,96,jimmy kimmel live!,Variety Talk Series,2020,False,ABC
743,97,last week tonight with john oliver,Variety Talk Series,2020,True,HBO
744,98,the late show with stephen colbert,Variety Talk Series,2020,False,CBS
745,99,curb your enthusiasm,Comedy Series,2020,False,HBO
746,100,dead to me,Comedy Series,2020,False,CBS
747,101,the good place,Comedy Series,2020,False,NBC
748,102,insecure,Comedy Series,2020,False,HBO
749,103,the kominsky method,Comedy Series,2020,False,Netflix
750,104,the marvelous mrs. maisel,Comedy Series,2020,False,
751,105,schitt’s creek,Comedy Series,2020,True,Pop TV
752,106,what we do in the shadows,Comedy Series,2020,False,FX
753,107,the marvelous mrs. maisel,"Supporting Actress, Comedy",2020,False,
754,108,the good place,"Supporting Actress, Comedy",2020,False,NBC
755,109,glow,"Supporting Actress, Comedy",2020,False,Netflix
756,110,the marvelous mrs. maisel,"Supporting Actress, Comedy",2020,False,
757,111,saturday night live,"Supporting Actress, Comedy",2020,False,NBC
758,112,schitt’s creek,"Supporting Actress, Comedy",2020,True,Pop TV
759,113,insecure,"Supporting Actress, Comedy",2020,False,HBO
760,114,saturday night live,"Supporting Actress, Comedy",2020,False,NBC
761,115,ramy,"Supporting Actor, Comedy",2020,False,Hulu
762,116,the kominsky method,"Supporting Actor, Comedy",2020,False,Netflix
763,117,brooklyn nine-nine,"Supporting Actor, Comedy",2020,False,NBC
764,118,the marvelous mrs. maisel,"Supporting Actor, Comedy",2020,False,
765,119,the good place,"Supporting Actor, Comedy",2020,False,NBC
766,120,schitt’s creek,"Supporting Actor, Comedy",2020,True,Pop TV
767,121,the marvelous mrs. maisel,"Supporting Actor, Comedy",2020,False,
768,122,saturday night live,"Supporting Actor, Comedy",2020,False,NBC
769,123,the great,Directing for a Comedy Series,2020,False,Hulu
770,124,the marvelous mrs. maisel,Directing for a Comedy Series,2020,False,
771,125,the marvelous mrs. maisel,Directing for a Comedy Series,2020,False,
772,126,modern family,Directing for a Comedy Series,2020,False,ABC
773,127,ramy,Directing for a Comedy Series,2020,False,Hulu
774,128,schitt’s creek,Directing for a Comedy Series,2020,True,Pop TV
775,129,will & grace,Directing for a Comedy Series,2020,False,NBC
776,130,the good place,Writing for a Comedy Series,2020,False,NBC
777,131,the great,Writing for a Comedy Series,2020,False,Hulu
778,132,schitt’s creek,Writing for a Comedy Series,2020,True,Pop TV
779,133,schitt’s creek,Writing for a Comedy Series,2020,False,Pop TV
780,134,what we do in the shadows,Writing for a Comedy Series,2020,False,FX
781,135,what we do in the shadows,Writing for a Comedy Series,2020,False,FX
782,136,what we do in the shadows,Writing for a Comedy Series,2020,False,FX
783,137,black-ish,"Lead Actor, Comedy",2020,False,ABC
784,138,black monday,"Lead Actor, Comedy",2020,False,Showtime
785,139,the good place,"Lead Actor, Comedy",2020,False,NBC
786,140,the kominsky method,"Lead Actor, Comedy",2020,False,Netflix
787,141,schitt’s creek,"Lead Actor, Comedy",2020,True,Pop TV
788,142,ramy,"Lead Actor, Comedy",2020,False,Hulu
789,143,dead to me,"Lead Actress, Comedy",2020,False,CBS
790,144,the marvelous mrs. maisel,"Lead Actress, Comedy",2020,False,
791,145,dead to me,"Lead Actress, Comedy",2020,False,CBS
792,146,schitt’s creek,"Lead Actress, Comedy",2020,True,Pop TV
793,147,insecure,"Lead Actress, Comedy",2020,False,HBO
794,148,black-ish,"Lead Actress, Comedy",2020,False,ABC
